epoch,total,recon,phys,lambda_phys,GradNorm,pred_Mean_K,pred_Mean_dP/dy,pred_FlowRate,pred_Porosity,pred_Anisotropy
31,1.1096614599227905,0.27965906262397766,0.2189980000257492,3.79,13.810171657838055,0.9388166666030884,-0.0009056018316186965,1.7141661373898387e-05,0.20511934161186218,0.9937009811401367
32,1.0920112133026123,0.27979743480682373,0.20933346450328827,3.88,10.748622692286517,0.9311986565589905,0.0009517207508906722,-0.002194566186517477,0.22956028580665588,0.9958857893943787
33,1.0896023511886597,0.279892235994339,0.203957200050354,3.97,4.450303950843136,0.9271775484085083,0.002007551956921816,-0.0031737324316054583,0.24373552203178406,0.9973730444908142
34,1.0929114818572998,0.28000175952911377,0.20022407174110413,4.0600000000000005,3.8579092373962567,0.9239341020584106,0.0016681780107319355,-0.00339267635717988,0.25332701206207275,0.9989808797836304
35,1.0978929996490479,0.280123233795166,0.1970529407262802,4.15,5.536488194688786,0.9206461310386658,0.0015137146692723036,-0.003557007759809494,0.26113036274909973,0.9978636503219604
36,1.1062664985656738,0.280262291431427,0.19481231272220612,4.24,4.808580904170526,0.9175804853439331,0.0014686273643746972,-0.003719960805028677,0.26603367924690247,0.9961457252502441
37,1.1169748306274414,0.28038516640663147,0.1932077705860138,4.33,1.6967748926527975,0.9150934219360352,0.0012540097814053297,-0.0036058060359209776,0.269319087266922,0.9941806793212891
38,1.1310396194458008,0.28045377135276794,0.1924402415752411,4.42,1.2038921419720054,0.9140651226043701,0.0012952113756909966,-0.0035701689776033163,0.2710492014884949,0.993311882019043
39,1.1464707851409912,0.2804805040359497,0.19201555848121643,4.51,1.284084607126431,0.9135648608207703,0.0013737308327108622,-0.003557498101145029,0.2720671594142914,0.9930967092514038
40,1.1630394458770752,0.2804999351501465,0.19185641407966614,4.6,0.567271702171297,0.9134997129440308,0.001424764865078032,-0.003486746922135353,0.27256086468696594,0.993079423904419
41,1.1788040399551392,0.28050732612609863,0.19153447449207306,4.6899999999999995,1.2176040644498016,0.9133378267288208,0.0014640599256381392,-0.0034148411359637976,0.27353450655937195,0.992974042892456
42,1.1946489810943604,0.28052809834480286,0.191238671541214,4.779999999999999,0.3438654190363195,0.9131543040275574,0.0015709040453657508,-0.003334397217258811,0.27439841628074646,0.9928642511367798
43,1.2107435464859009,0.2805461585521698,0.1910056173801422,4.87,0.373154566992838,0.9129716157913208,0.0015917698619887233,-0.003308498300611973,0.27504396438598633,0.9928025007247925
44,1.22684645652771,0.2805612087249756,0.1907833218574524,4.96,0.27127792844019893,0.9127643704414368,0.0015432109357789159,-0.003290332853794098,0.27562904357910156,0.9927569627761841
45,1.243930697441101,0.2805640697479248,0.19076566398143768,5.05,0.07255752430089757,0.9127380847930908,0.0015353856142610312,-0.0032856445759534836,0.27566659450531006,0.9927461743354797
46,1.2605507373809814,0.2805677354335785,0.19065818190574646,5.140000000000001,0.3939775560615999,0.9126428365707397,0.0016059582121670246,-0.0032625864259898663,0.27595579624176025,0.9926643967628479
47,1.277612566947937,0.280564546585083,0.1906401515007019,5.2299999999999995,0.23836823587876665,0.912591278553009,0.0016086680116131902,-0.003252333030104637,0.27597036957740784,0.9926843643188477
48,1.294352650642395,0.2805708646774292,0.1905604898929596,5.32,0.2607862252006612,0.9125567078590393,0.0015710522420704365,-0.0032110284082591534,0.27621716260910034,0.992664098739624
49,1.3114266395568848,0.28057560324668884,0.1905454844236374,5.41,0.0714711569492863,0.912543535232544,0.001556901610456407,-0.0032000164501369,0.27625688910484314,0.9926812052726746
50,1.3285455703735352,0.28057754039764404,0.1905396431684494,5.5,0.1052147226089204,0.9125428199768066,0.0015317762736231089,-0.003201412269845605,0.2762761414051056,0.9927046895027161
51,1.3455965518951416,0.2805789113044739,0.19052192568778992,5.59,0.08506569254382157,0.9125479459762573,0.0015381027478724718,-0.003204033011570573,0.2763425409793854,0.9927237033843994
52,1.3626670837402344,0.28058159351348877,0.19050800800323486,5.68,0.11161280714465249,0.912488579750061,0.0015456568216904998,-0.003211195347830653,0.2763374447822571,0.9926598072052002
53,1.3797987699508667,0.2805822193622589,0.1905054748058319,5.7700000000000005,0.02917008812617894,0.9124858379364014,0.0015455996617674828,-0.0032109301537275314,0.27634385228157043,0.9926594495773315
54,1.3969354629516602,0.28058260679244995,0.19050389528274536,5.86,0.036242011095815485,0.9124847650527954,0.0015459256246685982,-0.003210900817066431,0.276348352432251,0.9926596879959106
55,1.414067029953003,0.2805829346179962,0.19050154089927673,5.95,0.11772487948036314,0.912482500076294,0.0015464674215763807,-0.003211107337847352,0.2763544023036957,0.9926590919494629
56,1.4311838150024414,0.2805808186531067,0.19049717485904694,6.040000000000001,0.10861466555735433,0.9124781489372253,0.0015438846312463284,-0.003209499642252922,0.27636581659317017,0.9926543235778809
57,1.448230504989624,0.28058040142059326,0.1904812455177307,6.13,0.18171381712495815,0.9124679565429688,0.001543705235235393,-0.0032041664235293865,0.27641236782073975,0.9926412105560303
58,1.4653154611587524,0.2805858850479126,0.19047100841999054,6.22,0.030572530063793124,0.9124619364738464,0.001545573235489428,-0.0032012155279517174,0.2764427363872528,0.9926352500915527
59,1.4824461936950684,0.2805881202220917,0.19046878814697266,6.31,0.012727169245085435,0.9124608039855957,0.0015458728885278106,-0.0032006024848669767,0.2764494717121124,0.992634654045105
60,1.4995853900909424,0.2805885076522827,0.19046825170516968,6.3999999999999995,0.00724596088027063,0.9124605655670166,0.001546006416901946,-0.0032004492823034525,0.27645111083984375,0.9926345944404602
61,1.516726016998291,0.2805885970592499,0.19046801328659058,6.49,0.007615247770557332,0.912460207939148,0.0015461219009011984,-0.003200439503416419,0.27645158767700195,0.9926345348358154
62,1.5338671207427979,0.2805885970592499,0.19046786427497864,6.58,0.009672374214675372,0.9124598503112793,0.0015462498413398862,-0.0032004532404243946,0.27645185589790344,0.9926342964172363
63,1.5510073900222778,0.2805885374546051,0.19046759605407715,6.67,0.013932114251456795,0.9124592542648315,0.0015464500756934285,-0.003200467908754945,0.2764522135257721,0.9926338791847229
64,1.5681463479995728,0.28058841824531555,0.19046714901924133,6.76,0.02184329843025523,0.9124581813812256,0.0015467565972357988,-0.003200496779754758,0.27645277976989746,0.9926334619522095
65,1.585282325744629,0.2805882692337036,0.1904662847518921,6.8500000000000005,0.04061760435136108,0.912456214427948,0.0015473461244255304,-0.003200580133125186,0.27645397186279297,0.9926329255104065
66,1.6024047136306763,0.28058764338493347,0.19046354293823242,6.94,0.0999300485873107,0.9124511480331421,0.001548750326037407,-0.0032006700057536364,0.27645885944366455,0.9926329851150513
67,1.6194044351577759,0.2805841863155365,0.19044384360313416,7.03,0.5429414545753843,0.9124234914779663,0.0015561007894575596,-0.0031964117661118507,0.2765016555786133,0.9926509261131287
68,1.6363255977630615,0.28058698773384094,0.1904127299785614,7.12,0.02839728519492013,0.9124082326889038,0.001578548108227551,-0.0031862303148955107,0.2765946388244629,0.9927278757095337
69,1.6534569263458252,0.28058677911758423,0.19041194021701813,7.209999999999999,0.055851159405769124,0.9124071598052979,0.0015786479925736785,-0.003185720182955265,0.27659642696380615,0.9927281141281128
70,1.670581340789795,0.28058576583862305,0.19041034579277039,7.3,0.23250526237886504,0.9124043583869934,0.0015785136492922902,-0.003185250097885728,0.2765994369983673,0.9927262663841248
71,1.6875900030136108,0.2805834710597992,0.19039329886436462,7.39,0.13244332604084974,0.9123882055282593,0.0015781716210767627,-0.003180726431310177,0.27664414048194885,0.9927217364311218
72,1.7047184705734253,0.2805849611759186,0.19039218127727509,7.4799999999999995,0.03677862549756128,0.9123879671096802,0.0015771551989018917,-0.0031796987168490887,0.27664780616760254,0.9927220344543457
73,1.7218542098999023,0.2805846333503723,0.19039228558540344,7.57,0.016499451409086596,0.9123883843421936,0.001576870447024703,-0.003179581370204687,0.27664777636528015,0.9927225112915039
74,1.7389887571334839,0.28058385848999023,0.19039228558540344,7.66,0.023829763047134023,0.9123887419700623,0.0015767225995659828,-0.003179373452439904,0.2766481637954712,0.9927226901054382
75,1.756121039390564,0.28058040142059326,0.19039234519004822,7.75,0.11590589543950003,0.9123891592025757,0.0015756698558107018,-0.00317843584343791,0.27664828300476074,0.9927232265472412
76,1.7732670307159424,0.2805824279785156,0.19039344787597656,7.84,0.04804693929357029,0.9123929738998413,0.0015726066194474697,-0.0031766812317073345,0.27664780616760254,0.9927287101745605
77,1.790399193763733,0.28058376908302307,0.19039286673069,7.93,0.03524726171451675,0.9123935699462891,0.0015734778717160225,-0.0031768805347383022,0.27665039896965027,0.9927301406860352
78,1.8074955940246582,0.2805826961994171,0.19038812816143036,8.02,0.5583622696470911,0.9123907089233398,0.001576960668899119,-0.0031770800705999136,0.2766643762588501,0.9927275776863098
79,1.8245201110839844,0.2805842161178589,0.19037434458732605,8.11,0.08813217606275003,0.9123855829238892,0.001579459523782134,-0.003174097975715995,0.2767082452774048,0.9927151799201965
80,1.8415303230285645,0.28058236837387085,0.19035950303077698,8.2,0.03261305805807524,0.9123746156692505,0.0015803852584213018,-0.0031731976196169853,0.2767502963542938,0.9926995635032654
81,1.85866117477417,0.2805829346179962,0.19035926461219788,8.290000000000001,0.023893200327243846,0.9123766422271729,0.001581086777150631,-0.003173662116751075,0.2767530679702759,0.9927010536193848
82,1.8757872581481934,0.2805805802345276,0.19035880267620087,8.379999999999999,0.10198483061758168,0.91237872838974,0.0015826126327738166,-0.003174283541738987,0.27675655484199524,0.9927046895027161
83,1.8928261995315552,0.28057801723480225,0.1903480738401413,8.469999999999999,0.19495475512310634,0.9123895168304443,0.001591073232702911,-0.003178966697305441,0.276803582906723,0.9927279949188232
84,1.9097092151641846,0.2805773615837097,0.19031913578510284,8.559999999999999,0.30479633071064427,0.9123842716217041,0.0015984087949618697,-0.003197833662852645,0.2768997848033905,0.9927501082420349
85,1.926668643951416,0.2805786728858948,0.19029942154884338,8.649999999999999,0.07663126810534493,0.9123777151107788,0.0016107364790514112,-0.003203041385859251,0.27696260809898376,0.9927567839622498
86,1.9437278509140015,0.2805776298046112,0.19029179215431213,8.74,0.4602427458744671,0.9123770594596863,0.0016144639812409878,-0.0032035873737186193,0.2769883871078491,0.9927718639373779
87,1.960468053817749,0.2805710732936859,0.19024880230426788,8.83,1.397872631533005,0.9123658537864685,0.0016226178267970681,-0.003202048595994711,0.2771276533603668,0.9928163290023804
88,1.9770395755767822,0.28056567907333374,0.19018764793872833,8.92,0.5421943430604017,0.9123291373252869,0.001632403815165162,-0.003197036450728774,0.277307391166687,0.9928303360939026
89,1.9939650297164917,0.28057000041007996,0.1901659220457077,9.01,0.36775990728108354,0.9123259782791138,0.0016265872400254011,-0.0031951162964105606,0.27737993001937866,0.9928587675094604
90,2.01071834564209,0.2805701792240143,0.19012615084648132,9.1,1.1355586732265692,0.9123262763023376,0.0016282947035506368,-0.0031971351709216833,0.27751776576042175,0.9929404258728027
91,2.027048110961914,0.28058111667633057,0.19003994762897491,9.19,0.38764536802511884,0.9122862815856934,0.0016232223715633154,-0.0031798880081623793,0.2777819037437439,0.9929791688919067
92,2.0438456535339355,0.2805754244327545,0.19000756740570068,9.280000000000001,1.624498984012746,0.912280797958374,0.0016400566091760993,-0.0031843441538512707,0.2778892517089844,0.9930315613746643
93,2.06011962890625,0.28058096766471863,0.18991875648498535,9.370000000000001,0.3374914422671793,0.9122211933135986,0.0016439241589978337,-0.003178165527060628,0.2781432867050171,0.9931200742721558
94,2.0769124031066895,0.2805821895599365,0.1898869127035141,9.459999999999999,0.7657605628938882,0.9122137427330017,0.0016593277687206864,-0.0031780244316905737,0.27824723720550537,0.9931574463844299
95,2.092517137527466,0.2805718779563904,0.18973249197006226,9.549999999999999,0.863776993026022,0.9121477007865906,0.0016675358638167381,-0.0031856189016252756,0.2787269055843353,0.9932011365890503
96,2.1082985401153564,0.2805787920951843,0.189597487449646,9.64,1.0221197106623663,0.9121359586715698,0.0016724740853533149,-0.003191958414390683,0.2791883051395416,0.9932966828346252
97,2.1234397888183594,0.28055715560913086,0.18940213322639465,9.73,2.2348235864484423,0.9121389389038086,0.001660267123952508,-0.0031689824536442757,0.27986952662467957,0.9936739206314087
98,2.1364381313323975,0.2805701196193695,0.188988596200943,9.82,3.244167511859928,0.9119684100151062,0.001651395228691399,-0.0030817589722573757,0.2811613380908966,0.993879497051239
99,2.146470546722412,0.2805693447589874,0.18828468024730682,9.91,6.85832488628057,0.9116101264953613,0.0017246757633984089,-0.002997753908857703,0.28329741954803467,0.9944639801979065
100,2.1492605209350586,0.2805973291397095,0.18686631321907043,10.0,7.844726163303449,0.9112982749938965,0.001889791339635849,-0.0028365859761834145,0.2880054712295532,0.9959269762039185
