Mean_K,Mean_dP/dy,FlowRate,Porosity,Anisotropy,Type
0.19986002147197723,0.0003869278007186949,0.0007759886793792248,0.9222259521484375,1.0054868459701538,synthetic
0.2132773995399475,0.00039011024637147784,0.0007766527705825865,0.9774932861328125,0.9908291697502136,synthetic
0.22356337308883667,0.00037433195393532515,0.0007479225168935955,0.9922027587890625,0.997992753982544,synthetic
0.21791373193264008,0.00037874525878578424,0.0007603084668517113,0.9835052490234375,1.007413625717163,synthetic
0.203607439994812,0.0003845588071271777,0.000769062084145844,0.9537200927734375,0.9998296499252319,synthetic
0.22788900136947632,0.0003842510632239282,0.0007681515999138355,0.990753173828125,0.9990617632865906,synthetic
0.2111925482749939,0.0003882162272930145,0.0007734417449682951,0.9673919677734375,0.9922705888748169,synthetic
0.2173275649547577,0.0003802425926551223,0.0007586938445456326,0.9754486083984375,0.9952627420425415,synthetic
0.20257622003555298,0.00038893247256055474,0.0007810984971001744,0.9328460693359375,1.0082879066467285,synthetic
0.21550270915031433,0.00038249854696914554,0.000767221674323082,0.973785400390625,1.0057895183563232,synthetic
0.21114808320999146,0.00039385815034620464,0.000780078349635005,0.9637298583984375,0.9805823564529419,synthetic
0.22939971089363098,0.00037983967922627926,0.0007609189487993717,0.9921722412109375,1.0032371282577515,synthetic
0.22196751832962036,0.00038432126166298985,0.0007710954523645341,0.9874420166015625,1.0063562393188477,synthetic
0.2115529179573059,0.00037989404518157244,0.0007605932187289,0.98004150390625,1.002092957496643,synthetic
0.21039268374443054,0.00038673076778650284,0.0007744549657218158,0.9653167724609375,1.0025428533554077,synthetic
0.20540353655815125,0.00039041557465679944,0.0007776784477755427,0.9525146484375,0.9918992519378662,synthetic
0.21368075907230377,0.0003814722294919193,0.0007596905343234539,0.9690093994140625,0.9914440512657166,synthetic
0.20655161142349243,0.0003868550411425531,0.0007682330906391144,0.948028564453125,0.9858166575431824,synthetic
0.20155832171440125,0.0003900902229361236,0.0007874643197283149,0.9322357177734375,1.0186461210250854,synthetic
0.21970811486244202,0.0003773798234760761,0.0007600347744300961,0.9831695556640625,1.0139514207839966,synthetic
0.20953711867332458,0.00038372963899746537,0.0007730082143098116,0.9511566162109375,1.0144340991973877,synthetic
0.21620310842990875,0.00037921968032605946,0.0007635800866410136,0.9788970947265625,1.0135291814804077,synthetic
0.2219415307044983,0.00037962052738294005,0.000757524510845542,0.988739013671875,0.9954519867897034,synthetic
0.22736218571662903,0.00037860788870602846,0.0007599641103297472,0.99139404296875,1.0072323083877563,synthetic
0.2160739302635193,0.00038217048859223723,0.000764627824537456,0.9814453125,1.0007244348526,synthetic
0.21299462020397186,0.0003873465466313064,0.0007764552137814462,0.9629364013671875,1.0045232772827148,synthetic
0.24689221382141113,0.00037732170312665403,0.0007481666980311275,0.99700927734375,0.9828090667724609,synthetic
0.23742005228996277,0.00037944133509881794,0.0007533731404691935,0.995086669921875,0.9854539632797241,synthetic
0.22587597370147705,0.0003880364238284528,0.0007732349913567305,0.987091064453125,0.9926610589027405,synthetic
0.21377204358577728,0.0003891412343364209,0.0007776401471346617,0.9781494140625,0.9983236789703369,synthetic
0.21068952977657318,0.00038189475890249014,0.0007698059780523181,0.962066650390625,1.0157275199890137,synthetic
0.21852242946624756,0.0003794897347688675,0.0007554679177701473,0.9824981689453125,0.9907205104827881,synthetic
0.22672048211097717,0.0003737836959771812,0.0007529124268330634,0.9926605224609375,1.014272689819336,synthetic
0.21153762936592102,0.0003811695787589997,0.0007625740254297853,0.9717254638671875,1.0005899667739868,synthetic
0.2200453281402588,0.00038512315950356424,0.0007685869932174683,0.9852294921875,0.9956655502319336,synthetic
0.21226558089256287,0.00038051523733884096,0.0007654577493667603,0.97015380859375,1.011608362197876,synthetic
0.20560792088508606,0.00038669328205287457,0.0007737379055470228,0.9511260986328125,1.000882625579834,synthetic
0.21687757968902588,0.000387215637601912,0.0007697924156673253,0.977325439453125,0.9879944324493408,synthetic
0.213200643658638,0.0003814178635366261,0.0007690069614909589,0.9710540771484375,1.01615309715271,synthetic
0.21807417273521423,0.0003809554036706686,0.0007609945023432374,0.9788055419921875,0.9975684881210327,synthetic
0.20494425296783447,0.0003840620629489422,0.0007677094545215368,0.9424591064453125,0.9988943338394165,synthetic
0.2075682431459427,0.000382923346478492,0.0007692217477597296,0.9564971923828125,1.0087875127792358,synthetic
0.23073682188987732,0.00037949118996039033,0.000760753988288343,0.9907684326171875,1.0046418905258179,synthetic
0.19995564222335815,0.00038299508742056787,0.0007730955258011818,0.9203033447265625,1.0185253620147705,synthetic
0.2226996123790741,0.000383648497518152,0.0007656259695068002,0.9892425537109375,0.9956184029579163,synthetic
0.21419093012809753,0.00037865142803639174,0.000760389375500381,0.9739837646484375,1.0081247091293335,synthetic
0.19942933320999146,0.00039574812399223447,0.0007951547158882022,0.918853759765625,1.0092189311981201,synthetic
0.2080175131559372,0.0003868775675073266,0.0007699373527429998,0.95599365234375,0.9901061654090881,synthetic
0.2121805101633072,0.00038972648326307535,0.0007757511921226978,0.963714599609375,0.9904761910438538,synthetic
0.21201330423355103,0.00038050030707381666,0.0007630493491888046,0.972320556640625,1.0053579807281494,synthetic
0.20752626657485962,0.000387816340662539,0.0007749510114081204,0.947509765625,0.9982165098190308,synthetic
0.20390036702156067,0.00038667707121931016,0.0007804508786648512,0.936065673828125,1.0183266401290894,synthetic
0.22136521339416504,0.0003768309543374926,0.0007545554544776678,0.98388671875,1.0023444890975952,synthetic
0.20702460408210754,0.0003886678896378726,0.0007783117471262813,0.95941162109375,1.0024852752685547,synthetic
0.20539049804210663,0.00038616647361777723,0.0007696198299527168,0.9550018310546875,0.9929484128952026,synthetic
0.22138157486915588,0.0003773878561332822,0.0007607777952216566,0.9893646240234375,1.015877366065979,synthetic
0.2131245732307434,0.0003865532926283777,0.0007692635990679264,0.9708099365234375,0.9900327324867249,synthetic
0.019994428381323814,0.015407562255859375,0.030773872509598732,0.0798492431640625,0.9973219633102417,synthetic
0.01952541619539261,0.015414111316204071,0.030923277139663696,0.0782318115234375,1.0061661005020142,synthetic
0.022369593381881714,0.015214702114462852,0.03051134943962097,0.08935546875,1.0053852796554565,synthetic
0.02286064438521862,0.015176258981227875,0.030362103134393692,0.0913238525390625,1.0006308555603027,synthetic
0.02961847558617592,0.01473117433488369,0.029498301446437836,0.1185455322265625,1.0024399757385254,synthetic
0.025475386530160904,0.015042029321193695,0.030059391632676125,0.102386474609375,0.9983594417572021,synthetic
0.020085398107767105,0.015314949676394463,0.030678723007440567,0.0803680419921875,1.0031874179840088,synthetic
0.016604598611593246,0.01562160812318325,0.03128494322299957,0.0661468505859375,1.0026705265045166,synthetic
0.01853082701563835,0.01547982543706894,0.031007666140794754,0.0741729736328125,1.003101110458374,synthetic
0.030698828399181366,0.014618732035160065,0.02924477495253086,0.1231231689453125,1.0004993677139282,synthetic
0.02302531898021698,0.015280576422810555,0.030474890023469925,0.0918121337890625,0.9943540096282959,synthetic
0.024650469422340393,0.015069535933434963,0.030099626630544662,0.098846435546875,0.9973816871643066,synthetic
0.029305117204785347,0.014757744036614895,0.029528897255659103,0.1171112060546875,1.0009078979492188,synthetic
0.023766595870256424,0.015118036419153214,0.030272822827100754,0.0948944091796875,1.0024302005767822,synthetic
0.018870873376727104,0.015485978685319424,0.031009256839752197,0.07568359375,1.0024079084396362,synthetic
0.016602832823991776,0.01573828235268593,0.03137173503637314,0.0663604736328125,0.9933387041091919,synthetic
0.03133087232708931,0.014610263518989086,0.029301654547452927,0.125152587890625,1.0055521726608276,synthetic
0.01888575777411461,0.015536903403699398,0.03108731284737587,0.0755157470703125,1.000868558883667,synthetic
0.020555846393108368,0.015402138233184814,0.03072800673544407,0.0821075439453125,0.9950474500656128,synthetic
0.022586477920413017,0.015221817418932915,0.030491501092910767,0.0902099609375,1.0031439065933228,synthetic
0.03815501928329468,0.014148053713142872,0.028360262513160706,0.15283203125,1.0045338869094849,synthetic
0.018164407461881638,0.015618536621332169,0.03116876445710659,0.072662353515625,0.9956257939338684,synthetic
0.030151531100273132,0.014682415872812271,0.029390446841716766,0.12091064453125,1.001744031906128,synthetic
0.022435909137129784,0.015331646427512169,0.03066009096801281,0.0898590087890625,0.9997904896736145,synthetic
0.01652589626610279,0.015585724264383316,0.03127827122807503,0.06640625,1.0068532228469849,synthetic
0.026928860694169998,0.014901241287589073,0.02985655888915062,0.10821533203125,1.0036282539367676,synthetic
0.02175477147102356,0.015259284526109695,0.030533013865351677,0.087005615234375,1.0009459257125854,synthetic
0.021768741309642792,0.015284795314073563,0.03064068965613842,0.0872955322265625,1.0046509504318237,synthetic
0.02106855809688568,0.015266170725226402,0.030564498156309128,0.084197998046875,1.002105712890625,synthetic
0.01933702826499939,0.015520596876740456,0.03092694655060768,0.0772247314453125,0.992638349533081,synthetic
0.018523063510656357,0.015573058277368546,0.0311435554176569,0.0744476318359375,0.9998348951339722,synthetic
0.027983948588371277,0.014884600415825844,0.029791485518217087,0.1120452880859375,1.0014965534210205,synthetic
0.022801732644438744,0.015203766524791718,0.03043871559202671,0.0910491943359375,1.0020502805709839,synthetic
0.01626277156174183,0.015646716579794884,0.031331419944763184,0.0648345947265625,1.002427339553833,synthetic
0.018527790904045105,0.01551617868244648,0.0310278981924057,0.074310302734375,0.9997119307518005,synthetic
0.021450836211442947,0.015391816385090351,0.030797652900218964,0.0856781005859375,1.0009101629257202,synthetic
0.021355468779802322,0.015281658619642258,0.03061787411570549,0.0855255126953125,1.0035693645477295,synthetic
0.019293121993541718,0.015501409769058228,0.031020736321806908,0.0771636962890625,1.001155138015747,synthetic
0.022800549864768982,0.015181268565356731,0.030405743047595024,0.0910797119140625,1.002845287322998,synthetic
0.009920875541865826,0.016084233298897743,0.03208871930837631,0.0397491455078125,0.9950411915779114,synthetic
0.019755899906158447,0.015461168251931667,0.030927207320928574,0.0792694091796875,1.0003143548965454,synthetic
0.020871764048933983,0.015358062461018562,0.030666470527648926,0.08380126953125,0.996766209602356,synthetic
0.02362045645713806,0.015143610537052155,0.030297856777906418,0.0947113037109375,1.0007015466690063,synthetic
0.012290027923882008,0.015832874923944473,0.03174092620611191,0.0492401123046875,1.0047475099563599,synthetic
0.03139452636241913,0.014629466459155083,0.02928151562809944,0.1261749267578125,1.0015429258346558,synthetic
0.02336777374148369,0.015088040381669998,0.030301447957754135,0.0933837890625,1.0083084106445312,synthetic
0.02243073284626007,0.015292316675186157,0.030505813658237457,0.089691162109375,0.9948451519012451,synthetic
0.018835928291082382,0.015531584620475769,0.031037187203764915,0.075592041015625,0.9983264803886414,synthetic
0.017828399315476418,0.015579763799905777,0.031180022284388542,0.071319580078125,1.0013147592544556,synthetic
0.02465561404824257,0.015123965218663216,0.030207201838493347,0.0987091064453125,0.9973063468933105,synthetic
0.022200729697942734,0.015328485518693924,0.030628733336925507,0.08905029296875,0.9981572031974792,synthetic
0.016241125762462616,0.015681041404604912,0.031379565596580505,0.0654296875,1.0011143684387207,synthetic
0.017140092328190804,0.015568867325782776,0.031174201518297195,0.068634033203125,1.002341628074646,synthetic
0.029589621350169182,0.014700151979923248,0.02949959598481655,0.1179656982421875,1.0067538022994995,synthetic
0.016388073563575745,0.015723323449492455,0.03139495849609375,0.0654449462890625,0.9967121481895447,synthetic
0.02460792474448681,0.015014434233307838,0.03006552904844284,0.0987396240234375,1.0024410486221313,synthetic
0.022023160010576248,0.015222286805510521,0.030493570491671562,0.0882720947265625,1.0032180547714233,synthetic
0.02154063805937767,0.015414165332913399,0.030842849984765053,0.086181640625,1.000941276550293,synthetic
0.02352142333984375,0.015108337625861168,0.030249478295445442,0.0944671630859375,1.0021705627441406,synthetic
0.031473927199840546,0.014562208205461502,0.029239598661661148,0.125946044921875,1.0079089403152466,synthetic
0.028135741129517555,0.014825107529759407,0.029650021344423294,0.1126708984375,0.9999862313270569,synthetic
0.026758680120110512,0.014940895140171051,0.029890328645706177,0.1070709228515625,1.0005707740783691,synthetic
0.029953841120004654,0.014753016643226147,0.02943272888660431,0.1196441650390625,0.9950305819511414,synthetic
0.01279766671359539,0.016005143523216248,0.031948499381542206,0.0513916015625,0.9961389303207397,synthetic
